Date,Close,bol_upp,bol_mid,bol_low,macd_line,macd_signal,macd_histogram,rsi_val,y,diff,1hot
1998-07-30,136.5,154.448,142.67,130.892,-4.126,-3.722,-0.404,39.666,136.2,-0.30000000000001137,0.0
1998-07-31,136.2,154.534,142.58,130.626,-4.068,-3.791,-0.277,38.961,133.0,-3.1999999999999886,0.0
1998-08-03,133.0,154.787,142.09,129.393,-4.231,-3.879,-0.352,31.968,133.4,0.4000000000000057,1.0
1998-08-04,133.4,154.697,141.51,128.323,-4.279,-3.959,-0.32,33.685,133.0,-0.4000000000000057,0.0
1998-08-05,133.0,154.455,140.885,127.315,-4.299,-4.027,-0.272,32.732,130.5,-2.5,0.0
1998-08-06,130.5,154.238,140.12,126.002,-4.466,-4.115,-0.351,27.185,129.7,-0.8000000000000114,0.0
1998-08-07,129.7,152.928,139.055,125.182,-4.609,-4.214,-0.395,25.584,127.0,-2.6999999999999886,0.0
1998-08-10,127.0,152.464,138.075,123.686,-4.884,-4.348,-0.537,20.812,124.2,-2.799999999999997,0.0
1998-08-11,124.2,151.641,136.86,122.079,-5.268,-4.532,-0.736,17.014,121.7,-2.5,0.0
1998-08-12,121.7,150.757,135.53,120.303,-5.707,-4.767,-0.94,14.321,122.8,1.0999999999999943,1.0
1998-08-13,122.8,148.364,134.095,119.826,-5.899,-4.993,-0.906,20.693,121.0,-1.7999999999999972,0.0
1998-08-14,121.0,146.285,132.695,119.105,-6.126,-5.22,-0.906,18.145,119.7,-1.2999999999999972,0.0
1998-08-17,119.7,144.578,131.37,118.162,-6.337,-5.443,-0.894,16.457,115.0,-4.700000000000003,0.0
1998-08-18,115.0,144.544,130.115,115.686,-6.805,-5.716,-1.09,11.855,110.4,-4.599999999999994,0.0
1998-08-19,110.4,144.407,128.55,112.693,-7.462,-6.065,-1.397,9.01,116.0,5.599999999999994,1.0
1998-08-20,116.0,143.597,127.45,111.303,-7.444,-6.341,-1.103,31.951,115.5,-0.5,0.0
1998-08-21,115.5,143.245,126.54,109.835,-7.385,-6.55,-0.836,31.142,114.6,-0.9000000000000057,0.0
1998-08-24,114.6,142.846,125.62,108.394,-7.327,-6.705,-0.622,29.586,119.0,4.400000000000006,1.0
1998-08-25,119.0,141.781,124.845,107.909,-6.847,-6.733,-0.113,45.066,113.0,-6.0,0.0
1998-08-27,113.0,140.198,123.61,107.022,-6.871,-6.761,-0.11,33.484,108.0,-5.0,0.0
1998-08-28,108.0,139.005,122.185,105.365,-7.211,-6.851,-0.36,26.849,107.7,-0.29999999999999716,0.0
1998-08-31,107.7,137.409,120.76,104.111,-7.419,-6.965,-0.454,26.486,103.0,-4.700000000000003,0.0
1998-09-01,103.0,136.655,119.26,101.865,-7.872,-7.146,-0.726,21.28,105.0,2.0,1.0
1998-09-02,105.0,135.01,117.84,100.67,-7.978,-7.312,-0.665,28.208,107.1,2.0999999999999943,1.0
1998-09-03,107.1,132.782,116.545,100.308,-7.802,-7.41,-0.392,35.126,113.0,5.900000000000006,1.0
1998-09-04,113.0,130.572,115.67,100.768,-7.105,-7.349,0.244,50.567,116.9,3.9000000000000057,1.0
1998-09-07,116.9,128.418,115.03,101.642,-6.167,-7.113,0.946,58.162,117.1,0.19999999999998863,1.0
1998-09-08,117.1,126.739,114.535,102.331,-5.346,-6.759,1.414,58.539,117.1,0.0,0.0
1998-09-09,117.1,125.587,114.18,102.773,-4.641,-6.336,1.695,58.539,120.2,3.1000000000000085,1.0
1998-09-10,120.2,125.322,114.105,102.888,-3.789,-5.827,2.037,65.039,117.5,-2.700000000000003,0.0
1998-09-11,117.5,124.425,113.84,103.255,-3.294,-5.32,2.026,56.186,123.6,6.099999999999994,1.0
1998-09-14,123.6,124.98,113.97,102.96,-2.382,-4.732,2.351,67.661,121.5,-2.0999999999999943,0.0
1998-09-15,121.5,125.295,114.06,102.825,-1.807,-4.147,2.34,61.285,119.6,-1.9000000000000057,0.0
1998-09-16,119.6,125.791,114.29,102.789,-1.488,-3.616,2.127,55.797,120.0,0.4000000000000057,1.0
1998-09-17,120.0,126.388,114.77,103.152,-1.189,-3.13,1.941,56.738,119.6,-0.4000000000000057,0.0
1998-09-18,119.6,126.758,114.95,103.142,-0.974,-2.699,1.725,55.377,122.0,2.4000000000000057,1.0
1998-09-21,122.0,127.497,115.275,103.053,-0.602,-2.28,1.677,61.73,121.9,-0.09999999999999432,0.0
1998-09-22,121.9,128.209,115.64,103.071,-0.312,-1.886,1.574,61.311,124.5,2.5999999999999943,1.0
1998-09-23,124.5,129.022,115.915,102.808,0.126,-1.484,1.61,67.865,125.2,0.7000000000000028,1.0
1998-09-24,125.2,130.185,116.525,102.865,0.524,-1.082,1.606,69.471,126.1,0.8999999999999915,1.0
1998-09-25,126.1,131.11,117.43,103.75,0.901,-0.685,1.587,71.579,128.0,1.9000000000000057,1.0
1998-09-28,128.0,132.098,118.445,104.792,1.338,-0.281,1.619,75.671,121.3,-6.700000000000003,0.0
1998-09-29,121.3,130.952,119.36,107.768,1.131,0.002,1.129,47.718,118.8,-2.5,0.0
1998-09-30,118.8,129.485,120.05,110.615,0.756,0.152,0.604,41.17,109.5,-9.299999999999997,0.0
1998-10-05,109.5,128.95,120.17,111.39,-0.288,0.064,-0.352,25.91,110.0,0.5,1.0
1998-10-06,110.0,129.398,120.02,110.642,-1.063,-0.161,-0.902,27.575,114.8,4.799999999999997,1.0
1998-10-07,114.8,129.485,119.915,110.345,-1.275,-0.384,-0.891,42.013,110.0,-4.799999999999997,0.0
1998-10-08,110.0,130.052,119.56,109.068,-1.809,-0.669,-1.141,34.156,110.0,0.0,0.0
1998-10-09,110.0,130.497,119.205,107.913,-2.208,-0.977,-1.231,34.156,108.2,-1.7999999999999972,0.0
1998-10-12,108.2,130.905,118.605,106.305,-2.638,-1.309,-1.329,31.24,104.5,-3.700000000000003,0.0
1998-10-13,104.5,131.78,117.955,104.13,-3.24,-1.695,-1.545,25.978,109.5,5.0,1.0
1998-10-14,109.5,131.299,117.25,103.201,-3.276,-2.011,-1.265,41.374,106.1,-3.4000000000000057,0.0
1998-10-15,106.1,131.22,116.48,101.74,-3.539,-2.317,-1.222,35.569,105.7,-0.3999999999999915,0.0
1998-10-16,105.7,131.201,115.785,100.369,-3.736,-2.601,-1.135,34.905,108.0,2.299999999999997,1.0
1998-10-19,108.0,130.842,115.185,99.528,-3.664,-2.813,-0.851,42.086,101.9,-6.099999999999994,0.0
1998-10-20,101.9,130.88,114.3,97.72,-4.053,-3.061,-0.991,31.464,107.0,5.099999999999994,1.0
1998-10-23,107.0,130.02,113.55,97.08,-3.904,-3.23,-0.674,44.883,115.5,8.5,1.0
1998-10-26,115.5,129.26,113.23,97.2,-3.065,-3.197,0.132,59.96,115.0,-0.5,0.0
1998-10-27,115.0,127.918,112.755,97.592,-2.413,-3.04,0.627,58.867,113.0,-2.0,0.0
1998-10-28,113.0,126.137,112.145,98.153,-2.034,-2.839,0.805,54.299,113.3,0.29999999999999716,1.0
1998-10-29,113.3,123.888,111.505,99.122,-1.69,-2.609,0.919,54.905,109.7,-3.5999999999999943,0.0
1998-10-30,109.7,120.244,110.59,100.936,-1.688,-2.425,0.737,46.392,110.4,0.7000000000000028,1.0
1998-11-02,110.4,118.28,110.045,101.81,-1.612,-2.262,0.65,48.194,109.1,-1.3000000000000114,0.0
1998-11-03,109.1,116.693,109.56,102.427,-1.637,-2.137,0.5,44.955,111.3,2.200000000000003,1.0
1998-11-05,111.3,116.825,109.65,102.475,-1.463,-2.002,0.539,51.34,119.0,7.700000000000003,1.0
1998-11-06,119.0,118.407,110.1,101.793,-0.696,-1.741,1.045,66.863,123.4,4.400000000000006,1.0
1998-11-09,123.4,120.571,110.53,100.489,0.264,-1.34,1.604,72.621,123.6,0.19999999999998863,1.0
1998-11-10,123.6,122.819,111.21,99.601,1.03,-0.866,1.896,72.868,120.5,-3.0999999999999943,0.0
1998-11-11,120.5,124.043,111.735,99.427,1.37,-0.419,1.789,62.735,126.8,6.299999999999997,1.0
1998-11-12,126.8,126.557,112.665,98.773,2.124,0.09,2.034,71.899,122.5,-4.299999999999997,0.0
1998-11-13,122.5,127.561,113.565,99.569,2.347,0.541,1.806,60.233,118.2,-4.299999999999997,0.0
1998-11-16,118.2,128.005,114.0,99.995,2.152,0.863,1.289,50.736,120.3,2.0999999999999943,1.0
1998-11-17,120.3,128.467,114.71,100.953,2.143,1.119,1.023,54.756,121.3,1.0,1.0
1998-11-18,121.3,128.859,115.49,102.121,2.19,1.334,0.857,56.697,121.0,-0.29999999999999716,0.0
1998-11-19,121.0,129.237,116.14,103.043,2.179,1.503,0.676,55.867,119.4,-1.5999999999999943,0.0
1998-11-20,119.4,128.322,117.015,105.708,2.018,1.606,0.412,51.251,117.5,-1.9000000000000057,0.0
1998-11-23,117.5,127.818,117.54,107.262,1.717,1.628,0.089,46.038,118.0,0.5,1.0
1998-11-24,118.0,127.899,117.665,107.431,1.501,1.602,-0.101,47.655,115.7,-2.299999999999997,0.0
1998-11-25,115.7,127.9,117.7,107.5,1.132,1.508,-0.377,41.117,113.0,-2.700000000000003,0.0
1998-11-26,113.0,127.9,117.7,107.5,0.614,1.329,-0.716,34.674,111.7,-1.2999999999999972,0.0
1998-11-27,111.7,127.989,117.62,107.251,0.097,1.083,-0.986,31.897,112.2,0.5,1.0
1998-11-30,112.2,127.767,117.745,107.723,-0.268,0.813,-1.081,34.234,111.7,-0.5,0.0
1998-12-01,111.7,127.646,117.81,107.974,-0.592,0.532,-1.124,32.93,112.9,1.2000000000000028,1.0
1998-12-02,112.9,127.258,118.0,108.742,-0.743,0.277,-1.02,39.33,110.0,-2.9000000000000057,0.0
1998-12-03,110.0,127.407,117.935,108.463,-1.084,0.005,-1.089,31.064,113.3,3.299999999999997,1.0
1998-12-04,113.3,127.327,117.65,107.973,-1.075,-0.211,-0.864,45.973,116.1,2.799999999999997,1.0
1998-12-07,116.1,126.593,117.285,107.977,-0.833,-0.336,-0.498,55.413,116.2,0.10000000000000853,1.0
1998-12-08,116.2,125.742,116.915,108.088,-0.626,-0.394,-0.232,55.732,118.0,1.7999999999999972,1.0
1998-12-09,118.0,125.473,116.79,108.107,-0.313,-0.378,0.065,61.455,119.0,1.0,1.0
1998-12-10,119.0,123.795,116.4,109.005,0.016,-0.299,0.315,64.405,122.0,3.0,1.0
1998-12-11,122.0,123.686,116.375,109.064,0.512,-0.137,0.649,71.86,118.5,-3.5,0.0
1998-12-14,118.5,123.718,116.39,109.062,0.616,0.014,0.602,56.056,116.0,-2.5,0.0
1998-12-15,116.0,123.268,116.175,109.082,0.491,0.109,0.382,47.454,116.6,0.5999999999999943,1.0
1998-12-16,116.6,122.618,115.94,109.262,0.436,0.175,0.261,49.596,112.0,-4.599999999999994,0.0
1998-12-17,112.0,121.941,115.49,109.039,0.02,0.144,-0.124,36.452,112.2,0.20000000000000284,1.0
1998-12-18,112.2,121.465,115.13,108.795,-0.29,0.057,-0.347,37.286,115.0,2.799999999999997,1.0
1998-12-21,115.0,121.241,115.005,108.769,-0.306,-0.015,-0.29,48.254,118.8,3.799999999999997,1.0
1998-12-22,118.8,121.371,115.045,108.719,-0.012,-0.015,0.003,59.378,116.4,-2.3999999999999915,0.0
1998-12-23,116.4,121.429,115.08,108.731,0.027,-0.006,0.034,51.336,116.0,-0.4000000000000057,0.0
1998-12-24,116.0,121.514,115.23,108.946,0.026,0.0,0.026,50.032,118.0,2.0,1.0
1998-12-28,118.0,121.714,115.545,109.376,0.184,0.037,0.147,56.416,120.2,2.200000000000003,1.0
1998-12-29,120.2,122.237,115.945,109.653,0.481,0.126,0.355,62.497,122.6,2.3999999999999915,1.0
1998-12-30,122.6,123.114,116.49,109.866,0.9,0.281,0.619,68.099,122.0,-0.5999999999999943,0.0
1998-12-31,122.0,123.777,116.945,110.113,1.17,0.458,0.711,65.286,121.5,-0.5,0.0
1999-01-01,121.5,123.805,117.52,111.235,1.328,0.632,0.696,62.792,124.4,2.9000000000000057,1.0
1999-01-04,124.4,124.74,118.075,111.41,1.668,0.84,0.829,70.368,124.0,-0.4000000000000057,0.0
1999-01-05,124.0,125.565,118.47,111.375,1.884,1.048,0.836,68.159,123.9,-0.09999999999999432,0.0
1999-01-06,123.9,126.26,118.855,111.45,2.023,1.243,0.78,67.548,130.0,6.099999999999994,1.0
1999-01-07,130.0,128.361,119.455,110.549,2.596,1.514,1.082,80.11,132.5,2.5,1.0
1999-01-08,132.5,130.768,120.13,109.492,3.215,1.854,1.361,83.187,147.6,15.099999999999994,1.0
1999-01-11,147.6,137.67,121.41,105.15,4.868,2.457,2.411,91.911,143.2,-4.400000000000006,0.0
1999-01-12,143.2,141.517,122.645,103.773,5.756,3.117,2.639,78.259,138.5,-4.699999999999989,0.0
1999-01-13,138.5,143.631,123.77,103.909,6.011,3.696,2.316,66.149,136.4,-2.0999999999999943,0.0
1999-01-14,136.4,145.085,124.76,104.435,5.976,4.152,1.824,61.261,134.8,-1.5999999999999943,0.0
1999-01-15,134.8,145.764,125.9,106.036,5.752,4.472,1.28,57.525,135.7,0.8999999999999773,1.0
1999-01-18,135.7,146.296,127.075,107.854,5.583,4.694,0.889,59.142,130.8,-4.899999999999977,0.0
1999-01-19,130.8,146.278,127.865,109.452,4.996,4.754,0.241,47.726,132.7,1.8999999999999773,1.0
1999-01-21,132.7,146.578,128.56,110.542,4.63,4.729,-0.099,51.882,136.0,3.3000000000000114,1.0
1999-01-22,136.0,146.893,129.54,112.187,4.555,4.694,-0.14,58.494,134.4,-1.5999999999999943,0.0
1999-01-25,134.4,146.706,130.46,114.214,4.316,4.619,-0.303,54.318,136.1,1.6999999999999886,1.0
1999-01-27,136.1,146.678,131.365,116.052,4.215,4.538,-0.323,57.995,132.5,-3.5999999999999943,0.0
1999-01-28,132.5,146.365,131.98,117.595,3.801,4.391,-0.59,48.464,132.6,0.09999999999999432,1.0
1999-01-29,132.6,146.171,132.48,118.789,3.441,4.201,-0.76,48.734,132.0,-0.5999999999999943,0.0
1999-02-01,132.0,145.759,132.98,120.201,3.072,3.975,-0.903,47.028,126.3,-5.700000000000003,0.0
1999-02-02,126.3,145.25,133.22,121.19,2.293,3.639,-1.345,33.988,129.0,2.700000000000003,1.0
1999-02-03,129.0,144.933,133.45,121.967,1.872,3.285,-1.413,42.676,126.0,-3.0,0.0
1999-02-04,126.0,144.717,133.55,122.383,1.282,2.885,-1.603,36.514,121.9,-4.099999999999994,0.0
1999-02-05,121.9,145.01,133.45,121.89,0.478,2.403,-1.926,29.743,119.0,-2.9000000000000057,0.0
1999-02-08,119.0,146.084,132.9,119.716,-0.389,1.845,-2.234,25.833,119.0,0.0,0.0
1999-02-09,119.0,146.804,132.225,117.646,-1.064,1.263,-2.327,25.833,123.2,4.200000000000003,1.0
1999-02-10,123.2,144.183,131.005,117.827,-1.245,0.761,-2.007,40.831,122.2,-1.0,0.0
1999-02-11,122.2,142.365,129.955,117.545,-1.453,0.318,-1.772,38.682,123.0,0.7999999999999972,1.0
1999-02-12,123.0,141.276,129.18,117.084,-1.536,-0.052,-1.483,41.523,119.9,-3.0999999999999943,0.0
1999-02-15,119.9,140.627,128.355,116.083,-1.83,-0.408,-1.422,34.397,121.2,1.2999999999999972,1.0
1999-02-16,121.2,139.95,127.675,115.4,-1.936,-0.713,-1.223,39.427,121.7,0.5,1.0
1999-02-17,121.7,138.915,126.975,115.035,-1.957,-0.962,-0.995,41.42,131.4,9.700000000000003,1.0
1999-02-18,131.4,138.989,127.005,115.021,-1.178,-1.005,-0.172,66.266,141.2,9.799999999999983,1.0
1999-02-19,141.2,140.788,127.43,114.072,0.228,-0.759,0.987,77.427,131.5,-9.699999999999989,0.0
1999-02-22,131.5,140.099,127.205,114.311,0.553,-0.496,1.05,56.194,138.2,6.699999999999989,1.0
1999-02-23,138.2,140.836,127.395,113.954,1.336,-0.13,1.466,64.051,141.6,3.4000000000000057,1.0
1999-02-24,141.6,142.053,127.67,113.287,2.206,0.337,1.868,67.468,139.2,-2.4000000000000057,0.0
1999-02-25,139.2,143.153,128.005,112.857,2.67,0.804,1.866,62.62,141.0,1.8000000000000114,1.0
1999-02-26,141.0,144.544,128.425,112.306,3.147,1.273,1.875,64.808,144.6,3.5999999999999943,1.0
1999-02-27,144.6,146.677,129.055,111.433,3.772,1.773,2.0,68.996,145.0,0.4000000000000057,1.0
1999-03-01,145.0,148.932,129.99,111.048,4.251,2.268,1.983,69.462,153.5,8.5,1.0
1999-03-03,153.5,152.863,131.215,109.567,5.256,2.866,2.39,77.685,151.1,-2.4000000000000057,0.0
1999-03-04,151.1,155.698,132.47,109.242,5.792,3.451,2.341,71.42,152.4,1.3000000000000114,1.0
1999-03-05,152.4,158.281,133.995,109.709,6.249,4.011,2.238,72.791,152.9,0.5,1.0
1999-03-08,152.9,160.3,135.69,111.08,6.576,4.524,2.052,73.359,151.7,-1.200000000000017,0.0
1999-03-09,151.7,161.609,137.325,113.041,6.662,4.951,1.71,69.354,149.5,-2.1999999999999886,0.0
1999-03-10,149.5,162.549,138.64,114.731,6.477,5.257,1.221,62.174,139.4,-10.099999999999994,0.0
1999-03-11,139.4,162.121,139.5,116.879,5.453,5.296,0.158,40.154,136.4,-3.0,0.0
1999-03-12,136.4,161.49,140.17,118.85,4.35,5.107,-0.757,35.807,140.1,3.6999999999999886,1.0
1999-03-15,140.1,160.252,141.18,122.108,3.731,4.831,-1.101,44.376,140.0,-0.09999999999999432,0.0
1999-03-16,140.0,158.742,142.12,125.498,3.195,4.504,-1.309,44.192,131.6,-8.400000000000006,0.0
1999-03-17,131.6,157.133,142.615,128.097,2.069,4.017,-1.948,31.526,134.0,2.4000000000000057,1.0
1999-03-19,134.0,156.882,142.745,128.608,1.355,3.485,-2.13,37.437,129.2,-4.800000000000011,0.0
1999-03-22,129.2,157.522,142.145,126.768,0.396,2.867,-2.471,31.218,130.0,0.8000000000000114,1.0
1999-03-23,130.0,157.678,142.07,126.462,-0.295,2.235,-2.529,33.347,127.0,-3.0,0.0
1999-03-24,127.0,158.45,141.51,124.57,-1.072,1.573,-2.646,29.408,124.4,-2.5999999999999943,0.0
1999-03-26,124.4,159.237,140.65,122.063,-1.877,0.883,-2.76,26.301,128.2,3.799999999999983,1.0
1999-03-30,128.2,159.501,140.1,120.699,-2.183,0.27,-2.453,37.446,130.4,2.200000000000017,1.0
1999-03-31,130.4,159.441,139.57,119.699,-2.222,-0.228,-1.993,43.186,131.6,1.1999999999999886,1.0
1999-04-01,131.6,158.948,138.92,118.892,-2.131,-0.609,-1.522,46.287,121.8,-9.799999999999997,0.0
1999-04-05,121.8,158.958,137.76,116.562,-2.818,-1.051,-1.767,30.564,117.0,-4.799999999999997,0.0
1999-04-06,117.0,157.705,135.935,114.165,-3.707,-1.582,-2.125,25.641,125.5,8.5,1.0
1999-04-07,125.5,155.668,134.655,113.642,-3.683,-2.002,-1.681,44.053,123.9,-1.5999999999999943,0.0
1999-04-08,123.9,153.005,133.23,113.455,-3.75,-2.352,-1.398,41.805,120.2,-3.700000000000003,0.0
1999-04-09,120.2,149.873,131.595,113.317,-4.055,-2.692,-1.362,36.794,120.4,0.20000000000000284,1.0
1999-04-12,120.4,146.31,130.03,113.75,-4.231,-3.0,-1.231,37.263,120.8,0.3999999999999915,1.0
1999-04-13,120.8,142.542,128.595,114.648,-4.289,-3.258,-1.032,38.319,117.1,-3.700000000000003,0.0
1999-04-15,117.1,141.355,127.48,113.605,-4.581,-3.523,-1.059,32.483,126.4,9.300000000000011,1.0
1999-04-16,126.4,140.207,126.98,113.753,-4.016,-3.621,-0.395,53.169,121.5,-4.900000000000006,0.0
1999-04-17,121.5,137.941,126.05,114.159,-3.918,-3.681,-0.238,44.821,129.6,8.099999999999994,1.0
1999-04-19,129.6,135.627,125.53,115.433,-3.151,-3.575,0.424,57.538,131.2,1.5999999999999943,1.0
1999-04-20,131.2,135.557,125.51,115.463,-2.386,-3.337,0.951,59.657,130.3,-0.8999999999999773,0.0
1999-04-21,130.3,134.836,125.325,115.814,-1.831,-3.036,1.204,57.785,125.5,-4.800000000000011,0.0
1999-04-22,125.5,134.476,125.14,115.804,-1.759,-2.78,1.022,48.434,126.1,0.5999999999999943,1.0
1999-04-23,126.1,134.013,124.945,115.877,-1.634,-2.551,0.917,49.61,120.0,-6.099999999999994,0.0
1999-04-26,120.0,133.867,124.595,115.323,-2.004,-2.442,0.437,39.138,123.6,3.5999999999999943,1.0
1999-04-28,123.6,133.837,124.555,115.273,-1.985,-2.35,0.366,46.787,129.0,5.400000000000006,1.0
1999-04-29,129.0,133.95,124.595,115.24,-1.516,-2.183,0.668,56.294,130.65,1.6500000000000057,1.0
1999-05-03,130.65,133.996,124.608,115.219,-0.999,-1.947,0.947,58.883,141.05,10.400000000000006,1.0
1999-05-04,141.05,136.648,125.08,113.512,0.246,-1.508,1.754,71.266,147.4,6.349999999999994,1.0
1999-05-05,147.4,141.511,126.36,111.209,1.726,-0.861,2.587,76.296,149.2,1.799999999999983,1.0
1999-05-06,149.2,145.577,127.97,110.363,3.009,-0.087,3.096,77.579,152.7,3.5,1.0
1999-05-07,152.7,150.059,129.33,108.601,4.259,0.782,3.477,80.008,153.85,1.1500000000000057,1.0
1999-05-10,153.85,154.079,130.828,107.576,5.282,1.682,3.6,80.797,166.1,12.25,1.0
1999-05-11,166.1,160.629,133.123,105.616,7.0,2.746,4.255,87.067,158.9,-7.199999999999989,0.0
1999-05-12,158.9,164.147,135.048,105.948,7.692,3.735,3.957,71.282,170.4,11.5,1.0
1999-05-13,170.4,169.796,137.528,105.259,9.064,4.801,4.263,78.474,184.0,13.599999999999994,1.0
1999-05-14,184.0,177.764,140.873,103.981,11.121,6.065,5.056,83.957,179.0,-5.0,0.0
1999-05-17,179.0,183.425,143.503,103.58,12.207,7.293,4.913,75.77,185.0,6.0,1.0
1999-05-18,185.0,189.245,146.678,104.11,13.397,8.514,4.883,78.652,183.6,-1.4000000000000057,0.0
1999-05-19,183.6,194.176,149.378,104.579,14.065,9.624,4.441,76.212,176.55,-7.049999999999983,0.0
1999-05-20,176.55,197.155,151.645,106.135,13.865,10.472,3.393,64.569,167.9,-8.650000000000006,0.0
1999-05-21,167.9,198.424,153.525,108.626,12.861,10.95,1.911,53.088,165.6,-2.3000000000000114,0.0
1999-05-24,165.6,198.708,155.53,112.352,11.744,11.109,0.635,50.341,170.1,4.5,1.0
1999-05-25,170.1,199.038,157.73,116.422,11.095,11.106,-0.011,55.534,163.8,-6.299999999999983,0.0
1999-05-26,163.8,197.259,159.92,122.581,9.957,10.876,-0.92,47.509,157.0,-6.800000000000011,0.0
1999-05-27,157.0,194.855,161.59,128.325,8.409,10.383,-1.974,40.262,155.0,-2.0,0.0
1999-05-28,155.0,192.639,162.89,133.141,6.941,9.694,-2.753,38.281,167.35,12.349999999999994,1.0
1999-05-31,167.35,190.341,164.725,139.109,6.697,9.095,-2.398,54.304,166.5,-0.8499999999999943,0.0
1999-06-01,166.5,189.063,165.998,142.932,6.362,8.548,-2.187,53.207,173.1,6.599999999999994,1.0
1999-06-02,173.1,188.797,167.283,145.768,6.553,8.149,-1.596,60.378,177.9,4.800000000000011,1.0
1999-06-03,177.9,188.943,168.718,148.492,7.011,7.922,-0.91,64.893,184.3,6.400000000000006,1.0
1999-06-04,184.3,190.189,170.298,150.406,7.801,7.897,-0.097,70.13,182.0,-2.3000000000000114,0.0
1999-06-07,182.0,190.658,171.705,152.752,8.147,7.947,0.2,66.045,188.4,6.400000000000006,1.0
1999-06-08,188.4,192.971,172.82,152.669,8.836,8.125,0.711,71.395,186.4,-2.0,0.0
1999-06-09,186.4,194.098,174.195,154.292,9.116,8.323,0.792,67.557,190.0,3.5999999999999943,1.0
1999-06-10,190.0,196.19,175.175,154.16,9.518,8.562,0.956,70.815,182.5,-7.5,0.0
1999-06-11,182.5,195.993,175.1,154.207,9.126,8.675,0.451,57.043,177.8,-4.699999999999989,0.0
1999-06-14,177.8,195.893,175.04,154.187,8.341,8.608,-0.267,50.011,173.5,-4.300000000000011,0.0
1999-06-15,173.5,194.789,174.465,154.141,7.287,8.344,-1.057,44.252,178.0,4.5,1.0
1999-06-16,178.0,194.13,174.185,154.24,6.737,8.023,-1.285,51.057,183.85,5.849999999999994,1.0
1999-06-17,183.85,194.939,174.55,154.161,6.697,7.757,-1.061,58.632,182.8,-1.049999999999983,0.0
1999-06-18,182.8,195.75,175.295,154.84,6.505,7.507,-1.002,56.811,188.5,5.699999999999989,1.0
1999-06-21,188.5,197.172,176.44,155.708,6.735,7.352,-0.618,63.845,187.4,-1.0999999999999943,0.0
1999-06-22,187.4,198.364,177.305,156.246,6.751,7.232,-0.481,61.611,180.85,-6.550000000000011,0.0
1999-06-23,180.85,198.274,178.158,158.041,6.164,7.018,-0.855,49.669,180.6,-0.25,0.0
1999-06-24,180.6,196.825,179.338,161.85,5.614,6.737,-1.124,49.248,177.15,-3.4499999999999886,0.0
1999-06-25,177.15,193.748,180.445,167.142,4.843,6.359,-1.515,43.399,179.0,1.8499999999999943,1.0
1999-06-28,179.0,192.854,181.028,169.201,4.332,5.953,-1.621,47.274,176.25,-2.75,0.0
1999-06-29,176.25,191.477,181.515,171.553,3.663,5.495,-1.832,42.306,176.7,0.44999999999998863,1.0
1999-06-30,176.7,191.133,181.695,172.257,3.133,5.023,-1.89,43.429,174.5,-2.1999999999999886,0.0
1999-07-01,174.5,191.365,181.525,171.685,2.507,4.52,-2.013,39.134,180.8,6.300000000000011,1.0
1999-07-02,180.8,191.106,181.35,171.594,2.49,4.114,-1.624,54.124,186.9,6.099999999999994,1.0
1999-07-05,186.9,191.661,181.595,171.529,2.935,3.878,-0.943,64.023,187.4,0.5,1.0
1999-07-06,187.4,191.478,181.545,171.612,3.29,3.76,-0.47,64.742,184.75,-2.6500000000000057,0.0
1999-07-07,184.75,191.252,181.463,171.673,3.319,3.672,-0.353,57.687,180.6,-4.150000000000006,0.0
1999-07-08,180.6,189.921,180.993,172.064,2.973,3.532,-0.559,48.196,180.5,-0.09999999999999432,0.0
1999-07-09,180.5,189.795,180.893,171.99,2.66,3.358,-0.698,47.977,189.0,8.5,1.0
1999-07-12,189.0,190.926,181.453,171.979,3.063,3.299,-0.236,64.037,200.0,11.0,1.0
1999-07-13,200.0,194.672,182.778,170.883,4.221,3.483,0.738,75.384,195.0,-5.0,0.0
1999-07-14,195.0,196.475,183.628,170.78,4.681,3.723,0.958,64.681,192.25,-2.75,0.0
1999-07-15,192.25,197.463,184.048,170.632,4.769,3.932,0.837,59.334,185.7,-6.550000000000011,0.0
1999-07-16,185.7,197.614,184.193,170.771,4.261,3.998,0.263,48.35,185.5,-0.19999999999998863,0.0
1999-07-19,185.5,197.327,184.043,170.758,3.799,3.958,-0.159,48.037,179.8,-5.699999999999989,0.0
1999-07-20,179.8,196.978,183.663,170.347,2.939,3.754,-0.816,39.599,180.55,0.75,1.0
1999-07-21,180.55,196.977,183.648,170.318,2.291,3.462,-1.171,41.168,181.25,0.6999999999999886,1.0
1999-07-22,181.25,196.981,183.68,170.379,1.813,3.132,-1.319,42.769,176.7,-4.550000000000011,0.0
1999-07-23,176.7,197.007,183.658,170.308,1.055,2.717,-1.661,35.52,172.85,-3.8499999999999943,0.0
1999-07-26,172.85,197.415,183.35,169.285,0.142,2.202,-2.059,30.476,172.0,-0.8499999999999943,0.0
1999-07-27,172.0,197.771,183.138,168.504,-0.643,1.633,-2.275,29.412,176.0,4.0,1.0
1999-07-28,176.0,197.804,183.103,168.401,-0.931,1.12,-2.051,40.66,176.0,0.0,0.0
1999-07-29,176.0,197.709,183.178,168.646,-1.146,0.667,-1.813,40.66,177.9,1.9000000000000057,1.0
